Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR11917243_2	(1.0, 9.88550684166434)	(2.0, 2.122312203295169)	(3.0, 1.1728567439262776)	(4.0, 1.3404077073443172)	(5.0, 0.8377548170901982)	(6.0, 0.8377548170901982)	(7.0, 0.1954761239877129)	(8.0, 0.4468025691147724)	(9.0, 0.0)	('>10', 30.354649539234853)	('>50', 20.217816252443452)	('>100', 32.588662384808714)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917244_1	(1.0, 3.0409450075824087)	(2.0, 0.9897038869822014)	(3.0, 0.7183334663580493)	(4.0, 0.5108149094101684)	(5.0, 0.35916673317902464)	(6.0, 0.14366669327160986)	(7.0, 0.1676111421502115)	(8.0, 0.19155559102881314)	(9.0, 0.21550003990741481)	('>10', 2.4582967515364356)	('>50', 1.2291483757682178)	('>100', 11.174076143347433)	('>500', 9.553835102562056)	('>1k', 69.24734615691595)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917244_2	(1.0, 6.153723361800623)	(2.0, 1.6601484555830472)	(3.0, 0.7662223641152526)	(4.0, 0.4150371138957618)	(5.0, 0.47888897757203286)	(6.0, 0.2873333865432197)	(7.0, 0.39109266501716017)	(8.0, 0.19155559102881314)	(9.0, 0.35916673317902464)	('>10', 6.4969271290605795)	('>50', 5.283741719211429)	('>100', 43.30752653843084)	('>500', 23.968393327480246)	('>1k', 10.24024263708197)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917245_1	(1.0, 3.35033503350335)	(2.0, 0.92009200920092)	(3.0, 0.4800480048004801)	(4.0, 0.08000800080008001)	(5.0, 0.05000500050005)	(6.0, 0.0)	(7.0, 0.21002100210021002)	(8.0, 0.0)	(9.0, 0.09000900090009001)	('>10', 2.5002500250025)	('>50', 2.36023602360236)	('>100', 10.63106310631063)	('>500', 23.13231323132313)	('>1k', 56.1956195619562)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917245_2	(1.0, 4.9804980498049805)	(2.0, 0.88008800880088)	(3.0, 0.39003900390039004)	(4.0, 0.44004400440044)	(5.0, 0.05000500050005)	(6.0, 0.18001800180018002)	(7.0, 0.14001400140014)	(8.0, 0.32003200320032005)	(9.0, 0.09000900090009001)	('>10', 4.760476047604761)	('>50', 9.860986098609862)	('>100', 70.56705670567057)	('>500', 7.34073407340734)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917246_1	(1.0, 3.9224263633712453)	(2.0, 1.8081073199183437)	(3.0, 0.5686789151356081)	(4.0, 0.8748906386701663)	(5.0, 0.7290755322251385)	(6.0, 0.6124234470691163)	(7.0, 0.7144940215806358)	(8.0, 0.4666083406240887)	(9.0, 0.5249343832020997)	('>10', 4.0682414698162725)	('>50', 0.0)	('>100', 0.0)	('>500', 10.804899387576553)	('>1k', 74.90522018081073)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917246_2	(1.0, 9.273840769903762)	(2.0, 3.091280256634587)	(3.0, 1.268591426071741)	(4.0, 0.699912510936133)	(5.0, 0.2916302128900554)	(6.0, 0.3499562554680665)	(7.0, 0.1020705745115194)	(8.0, 0.11665208515602217)	(9.0, 0.0)	('>10', 0.510352872557597)	('>50', 0.0)	('>100', 74.2053076698746)	('>500', 10.090405365995919)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917247_1	(1.0, 29.927007299270077)	(2.0, 11.678832116788321)	(3.0, 13.138686131386862)	(4.0, 5.839416058394161)	(5.0, 7.2992700729927)	(6.0, 0.0)	(7.0, 20.437956204379564)	(8.0, 0.0)	(9.0, 0.0)	('>10', 11.678832116788321)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917247_2	(1.0, 53.284671532846716)	(2.0, 27.73722627737226)	(3.0, 13.138686131386862)	(4.0, 5.839416058394161)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917248_1	(1.0, 4.806168796873349)	(2.0, 2.070349635576212)	(3.0, 1.7745854019224676)	(4.0, 1.3098130347522976)	(5.0, 1.320376043097074)	(6.0, 1.837963451991127)	(7.0, 1.2569979930284145)	(8.0, 1.6055772684060419)	(9.0, 1.0457378261328827)	('>10', 14.027675081863315)	('>50', 3.1689025034329776)	('>100', 0.0)	('>500', 0.0)	('>1k', 65.77585296292384)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917248_2	(1.0, 10.54188232808704)	(2.0, 4.415337488116616)	(3.0, 3.042146403295659)	(4.0, 2.2393577690926376)	(5.0, 2.0069715855075527)	(6.0, 1.267561001373191)	(7.0, 1.7006443435090315)	(8.0, 1.1830569346149784)	(9.0, 1.2358719763388613)	('>10', 8.682792859406359)	('>50', 0.0)	('>100', 57.8958487377205)	('>500', 5.788528572937572)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917249_1	(1.0, 8.067595276815386)	(2.0, 2.206038322845224)	(3.0, 1.2090786961747861)	(4.0, 1.0181715336208725)	(5.0, 0.67171038676377)	(6.0, 0.551509580711306)	(7.0, 0.2474722477550732)	(8.0, 0.16969525560347876)	(9.0, 0.31817860425652267)	('>10', 5.536307714063494)	('>50', 8.583751679275966)	('>100', 31.04009050413632)	('>500', 20.780598175776003)	('>1k', 19.599802022201796)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917249_2	(1.0, 16.884677932546136)	(2.0, 3.5211765537721837)	(3.0, 1.7605882768860919)	(4.0, 1.1595842466237716)	(5.0, 1.5555398430318885)	(6.0, 0.806052464116524)	(7.0, 0.8414056423672487)	(8.0, 1.1878667892243513)	(9.0, 1.0181715336208725)	('>10', 15.498833345117728)	('>50', 9.941313724103797)	('>100', 45.82478964858941)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917250_1	(1.0, 3.257621040047818)	(2.0, 0.8168957959752939)	(3.0, 0.6724447101016139)	(4.0, 0.47818290496114757)	(5.0, 0.3237696752341104)	(6.0, 0.5977286312014346)	(7.0, 0.17433751743375175)	(8.0, 0.31878860330743175)	(9.0, 0.13448894202032277)	('>10', 10.918509663279538)	('>50', 5.668459852560271)	('>100', 12.343096234309623)	('>500', 9.503885236102809)	('>1k', 54.79179119346483)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917250_2	(1.0, 6.246264196054991)	(2.0, 2.211595935445308)	(3.0, 2.106993424985057)	(4.0, 1.932655907551305)	(5.0, 1.6188483761705519)	(6.0, 1.4644351464435146)	(7.0, 1.394700139470014)	(8.0, 1.1954572624028692)	(9.0, 1.0759115361625822)	('>10', 13.792588164973102)	('>50', 6.007172743574418)	('>100', 34.01075911536163)	('>500', 21.338912133891213)	('>1k', 5.603705917513449)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917251_1	(1.0, 8.078408078408078)	(2.0, 2.1235521235521233)	(3.0, 1.2474012474012475)	(4.0, 0.7425007425007425)	(5.0, 0.8167508167508167)	(6.0, 0.6682506682506683)	(7.0, 0.6756756756756757)	(8.0, 0.5346005346005346)	(9.0, 0.7350757350757351)	('>10', 13.632313632313634)	('>50', 11.88001188001188)	('>100', 43.05761805761806)	('>500', 15.807840807840808)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917251_2	(1.0, 19.178794178794178)	(2.0, 3.7867537867537866)	(3.0, 2.6284526284526284)	(4.0, 2.4057024057024057)	(5.0, 1.6706266706266706)	(6.0, 1.5592515592515594)	(7.0, 1.3513513513513513)	(8.0, 1.2474012474012475)	(9.0, 1.0692010692010692)	('>10', 24.65102465102465)	('>50', 17.649242649242648)	('>100', 22.802197802197803)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917252_1	(1.0, 15.087153947561156)	(2.0, 3.7498169034715105)	(3.0, 2.5047605097407355)	(4.0, 1.4061813388018163)	(5.0, 1.9042038962941261)	(6.0, 1.1425223377764757)	(7.0, 1.2304086714515894)	(8.0, 1.523363117035301)	(9.0, 1.1864655046140327)	('>10', 10.61959865240955)	('>50', 7.265270250476051)	('>100', 32.44470484839607)	('>500', 19.935550021971586)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917252_2	(1.0, 18.148527903910942)	(2.0, 5.507543576973781)	(3.0, 3.3396806796543137)	(4.0, 2.519408232019921)	(5.0, 2.5633513988574776)	(6.0, 2.3729310092280653)	(7.0, 1.5380108393144865)	(8.0, 1.0546360041013623)	(9.0, 1.1864655046140327)	('>10', 28.372638054782477)	('>50', 14.091108832576534)	('>100', 19.305697963966605)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917253_1	(1.0, 6.656959813628421)	(2.0, 2.108328479906814)	(3.0, 1.3453698311007571)	(4.0, 1.421083284799068)	(5.0, 0.8153756552125802)	(6.0, 0.5591147350029121)	(7.0, 0.7338380896913221)	(8.0, 0.8386721025043681)	(9.0, 0.7338380896913221)	('>10', 14.432149097262666)	('>50', 8.270238788584741)	('>100', 6.674432149097263)	('>500', 0.0)	('>1k', 55.41059988351776)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917253_2	(1.0, 15.503785672684916)	(2.0, 3.9836924868957486)	(3.0, 2.7431566686080373)	(4.0, 1.5608619685497962)	(5.0, 1.5433896330809553)	(6.0, 1.5375655212580082)	(7.0, 1.6715200931857892)	(8.0, 1.5375655212580082)	(9.0, 0.8386721025043681)	('>10', 15.672684915550377)	('>50', 2.102504368083867)	('>100', 29.924286546301687)	('>500', 14.041933605125218)	('>1k', 7.338380896913222)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917254_1	(1.0, 1.4622020763269483)	(2.0, 0.6482429205049471)	(3.0, 0.45328264366135396)	(4.0, 0.21445630452795245)	(5.0, 0.255885363357216)	(6.0, 0.26319637373885074)	(7.0, 0.2047082906857728)	(8.0, 0.21445630452795245)	(9.0, 0.10966515572452112)	('>10', 2.458936491689818)	('>50', 1.2648047960228104)	('>100', 7.849588146415168)	('>500', 6.377638056246041)	('>1k', 9.765072866403472)	('>5k', 37.337330019008625)	('>10k+', 31.12053419115855)
SRR11917254_2	(1.0, 4.067358775649462)	(2.0, 1.077155529560852)	(3.0, 0.6579909343471269)	(4.0, 0.3314324706341083)	(5.0, 0.40210557098991084)	(6.0, 0.33630647755519816)	(7.0, 0.2729443875810304)	(8.0, 0.29244041526538966)	(9.0, 0.13159818686942537)	('>10', 4.769215772286397)	('>50', 5.736706146122728)	('>100', 11.241896963493689)	('>500', 8.38085490081396)	('>1k', 48.74981722474046)	('>5k', 13.552176244090267)	('>10k+', 0.0)
SRR11917255_1	(1.0, 1.7740396508463794)	(2.0, 0.6502456090751669)	(3.0, 0.22263844223769305)	(4.0, 0.1696292893239566)	(5.0, 0.15902745874120933)	(6.0, 0.10601830582747288)	(7.0, 0.12368802346538503)	(8.0, 0.028271548220659432)	(9.0, 0.0)	('>10', 1.325228822843411)	('>50', 0.20850266812736332)	('>100', 0.0)	('>500', 0.0)	('>1k', 95.2327101812913)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917255_2	(1.0, 4.700144891684631)	(2.0, 0.8340106725094533)	(3.0, 0.29685125631692405)	(4.0, 0.22617238576527546)	(5.0, 0.10601830582747288)	(6.0, 0.12722196699296745)	(7.0, 0.049475209386154004)	(8.0, 0.0848146446619783)	(9.0, 0.0)	('>10', 0.4558787150581334)	('>50', 0.0)	('>100', 56.85761741527371)	('>500', 32.24370074566208)	('>1k', 4.018093790861222)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917256_1	(1.0, 75.0)	(2.0, 25.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917256_2	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917257_1	(1.0, 47.27272727272727)	(2.0, 3.6363636363636362)	(3.0, 5.454545454545454)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 12.727272727272727)	(8.0, 14.545454545454545)	(9.0, 16.363636363636363)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917257_2	(1.0, 36.36363636363637)	(2.0, 18.181818181818183)	(3.0, 16.363636363636363)	(4.0, 0.0)	(5.0, 18.181818181818183)	(6.0, 10.909090909090908)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917258_1	(1.0, 10.419235511713934)	(2.0, 3.3292231812577064)	(3.0, 2.5893958076448826)	(4.0, 1.4796547472256474)	(5.0, 1.0789149198520345)	(6.0, 1.1097410604192355)	(7.0, 1.2946979038224413)	(8.0, 0.9864364981504316)	(9.0, 0.0)	('>10', 12.854500616522813)	('>50', 5.7953144266337855)	('>100', 43.24907521578298)	('>500', 15.813810110974105)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917258_2	(1.0, 14.118372379778052)	(2.0, 6.165228113440198)	(3.0, 4.438964241676942)	(4.0, 2.466091245376079)	(5.0, 2.003699136868064)	(6.0, 0.7398273736128237)	(7.0, 1.0789149198520345)	(8.0, 1.4796547472256474)	(9.0, 0.8323057953144266)	('>10', 35.511713933415535)	('>50', 15.443896424167693)	('>100', 15.721331689272503)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917259_1	(1.0, 6.4735376044568245)	(2.0, 2.2506963788300838)	(3.0, 1.9052924791086352)	(4.0, 2.094707520891365)	(5.0, 1.2256267409470751)	(6.0, 1.8050139275766017)	(7.0, 1.4818941504178273)	(8.0, 0.9805013927576602)	(9.0, 1.1030640668523677)	('>10', 30.317548746518106)	('>50', 14.03899721448468)	('>100', 36.32311977715877)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917259_2	(1.0, 12.401114206128133)	(2.0, 5.370473537604457)	(3.0, 4.880222841225627)	(4.0, 3.520891364902507)	(5.0, 4.011142061281337)	(6.0, 3.275766016713092)	(7.0, 2.0278551532033426)	(8.0, 2.317548746518106)	(9.0, 2.6072423398328692)	('>10', 44.61281337047354)	('>50', 13.827298050139275)	('>100', 1.1476323119777159)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917260_1	(1.0, 5.040439052570768)	(2.0, 1.3575967648757943)	(3.0, 0.6499133448873483)	(4.0, 0.6932409012131715)	(5.0, 0.21663778162911612)	(6.0, 0.17331022530329288)	(7.0, 0.35384170999422304)	(8.0, 0.17331022530329288)	(9.0, 0.06499133448873484)	('>10', 3.2206816868861927)	('>50', 2.4913344887348354)	('>100', 3.682842287694974)	('>500', 30.517042172154824)	('>1k', 51.364818024263435)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917260_2	(1.0, 13.243789716926631)	(2.0, 2.4696707105719238)	(3.0, 1.278162911611785)	(4.0, 0.5777007510109763)	(5.0, 0.46938186019641825)	(6.0, 0.21663778162911612)	(7.0, 0.35384170999422304)	(8.0, 0.11554015020219525)	(9.0, 0.1949740034662045)	('>10', 2.5635470826112075)	('>50', 12.39890236857308)	('>100', 62.13893703061814)	('>500', 3.9789139225880996)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917261_1	(1.0, 8.384710234278668)	(2.0, 3.45252774352651)	(3.0, 3.7731196054254004)	(4.0, 2.367447595561036)	(5.0, 1.972872996300863)	(6.0, 1.3316892725030827)	(7.0, 1.5536374845869296)	(8.0, 0.7891491985203453)	(9.0, 0.8877928483353885)	('>10', 9.765721331689273)	('>50', 8.508014796547473)	('>100', 27.07768187422935)	('>500', 30.135635018495684)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917261_2	(1.0, 17.065351418002468)	(2.0, 6.658446362515413)	(3.0, 3.625154130702836)	(4.0, 2.367447595561036)	(5.0, 1.8495684340320593)	(6.0, 1.4796547472256474)	(7.0, 1.2083847102342786)	(8.0, 0.9864364981504316)	(9.0, 1.3316892725030827)	('>10', 24.833538840937113)	('>50', 15.95561035758323)	('>100', 22.638717632552403)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917262_1	(1.0, 7.194553923324973)	(2.0, 2.2500895736295234)	(3.0, 1.1823719097097813)	(4.0, 0.7165890361877463)	(5.0, 0.5016123253314224)	(6.0, 0.42995342171264783)	(7.0, 0.2508061626657112)	(8.0, 0.4012898602651379)	(9.0, 0.4514510927982802)	('>10', 7.115729129344321)	('>50', 5.345754209960588)	('>100', 23.461125044786815)	('>500', 23.067001074883553)	('>1k', 27.6316732353995)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917262_2	(1.0, 15.678968111787889)	(2.0, 2.88068792547474)	(3.0, 1.4618416338230025)	(4.0, 1.175206019347904)	(5.0, 1.254030813328556)	(6.0, 0.8599068434252957)	(7.0, 0.9029021855965604)	(8.0, 0.4586169831601577)	(9.0, 0.19347903977069153)	('>10', 13.13507703332139)	('>50', 15.277678251522753)	('>100', 46.72160515944106)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917263_1	(1.0, 9.330357142857142)	(2.0, 2.611607142857143)	(3.0, 1.7075892857142856)	(4.0, 1.4732142857142856)	(5.0, 0.8370535714285714)	(6.0, 1.2723214285714286)	(7.0, 0.625)	(8.0, 0.7142857142857143)	(9.0, 0.5022321428571429)	('>10', 14.854910714285715)	('>50', 2.276785714285714)	('>100', 11.205357142857144)	('>500', 9.475446428571429)	('>1k', 43.113839285714285)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917263_2	(1.0, 17.03125)	(2.0, 4.732142857142857)	(3.0, 3.482142857142857)	(4.0, 2.7232142857142856)	(5.0, 2.0089285714285716)	(6.0, 0.8705357142857143)	(7.0, 1.7968749999999998)	(8.0, 1.6964285714285714)	(9.0, 0.6026785714285715)	('>10', 13.292410714285715)	('>50', 5.658482142857143)	('>100', 39.66517857142857)	('>500', 6.439732142857142)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917264_1	(1.0, 12.40481104547719)	(2.0, 2.832538609351648)	(3.0, 2.1350793537826487)	(4.0, 1.3664507864208955)	(5.0, 1.3522169240623443)	(6.0, 1.3237491993452424)	(7.0, 0.9963703650985695)	(8.0, 1.3095153369866912)	(9.0, 1.1529428510426305)	('>10', 29.0157284179062)	('>50', 17.47918297630062)	('>100', 28.631414134225324)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917264_2	(1.0, 16.119849121058998)	(2.0, 4.86798092662444)	(3.0, 3.565582520817024)	(4.0, 3.1314497188812185)	(5.0, 2.633264536331934)	(6.0, 2.3912888762365667)	(7.0, 2.441107394491495)	(8.0, 2.220482527933955)	(9.0, 1.9215714184043842)	('>10', 42.23186961782079)	('>50', 12.838943847412995)	('>100', 5.636609493986193)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917265_1	(1.0, 2.9149694501018333)	(2.0, 0.8146639511201629)	(3.0, 0.1909368635437882)	(4.0, 0.3564154786150713)	(5.0, 0.06364562118126273)	(6.0, 0.15274949083503053)	(7.0, 0.26731160896130346)	(8.0, 0.0)	(9.0, 0.11456211812627291)	('>10', 7.408350305498981)	('>50', 6.071792260692464)	('>100', 0.0)	('>500', 67.18431771894093)	('>1k', 14.460285132382891)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917265_2	(1.0, 5.448065173116089)	(2.0, 0.8655804480651732)	(3.0, 0.5346232179226069)	(4.0, 0.8655804480651732)	(5.0, 1.0183299389002036)	(6.0, 0.6109979633401221)	(7.0, 1.6929735234215888)	(8.0, 0.9164969450101833)	(9.0, 0.6873727087576375)	('>10', 5.155295315682281)	('>50', 17.833503054989816)	('>100', 64.37118126272912)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917266_1	(1.0, 0.7726758752189433)	(2.0, 0.45673236813515733)	(3.0, 0.3492007183557635)	(4.0, 0.31040063853845645)	(5.0, 0.18845753054120568)	(6.0, 0.1463317295967009)	(7.0, 0.1474403033057668)	(8.0, 0.11529166574285525)	(9.0, 0.019954326763186484)	('>10', 0.4168237146087843)	('>50', 0.21395472584972175)	('>100', 0.0)	('>500', 0.0)	('>1k', 16.482273906392038)	('>5k', 12.56457441855309)	('>10k+', 67.81588807839833)
SRR11917266_2	(1.0, 3.0219719309136863)	(2.0, 0.8314302817994369)	(3.0, 0.3691550451189499)	(4.0, 0.2261490366494468)	(5.0, 0.11085737090659159)	(6.0, 0.07316586479835045)	(7.0, 0.08536017559807552)	(8.0, 0.062080127707691286)	(9.0, 0.04988581690796621)	('>10', 0.36139502915548855)	('>50', 0.0)	('>100', 7.187991929583398)	('>500', 14.068908941755536)	('>1k', 67.13522382103186)	('>5k', 6.41642462807352)	('>10k+', 0.0)
SRR11917267_1	(1.0, 3.1046881482505877)	(2.0, 1.0510302862674596)	(3.0, 0.6015765454294012)	(4.0, 0.4148803761582077)	(5.0, 0.38030701147835705)	(6.0, 0.20744018807910386)	(7.0, 0.3872216844143272)	(8.0, 0.22126953395104412)	(9.0, 0.12446411284746232)	('>10', 3.0147974000829763)	('>50', 1.452081316553727)	('>100', 25.404508366754254)	('>500', 30.618171760475732)	('>1k', 33.017563269257366)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917267_2	(1.0, 6.271608352924907)	(2.0, 0.9680542110358179)	(3.0, 0.6015765454294012)	(4.0, 0.5808325266214909)	(5.0, 0.34573364679850643)	(6.0, 0.4978564513898493)	(7.0, 0.5324298160696999)	(8.0, 0.3319043009265662)	(9.0, 0.4978564513898493)	('>10', 11.913981468676532)	('>50', 15.710136910524133)	('>100', 57.626884248375056)	('>500', 4.121145069838197)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917268_2	(1.0, 16.729147141518276)	(2.0, 7.560137457044673)	(3.0, 5.670103092783505)	(4.0, 5.310840362386754)	(5.0, 3.9831302717900656)	(6.0, 4.967197750702906)	(7.0, 4.15495157763199)	(8.0, 3.1240237425804436)	(9.0, 3.2333645735707592)	('>10', 38.97219618869103)	('>50', 6.294907841299594)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917269_1	(1.0, 4.127987977645935)	(2.0, 1.0112553028286972)	(3.0, 0.7373084328673628)	(4.0, 0.6199026314553624)	(5.0, 0.47745025907546845)	(6.0, 0.46023074153504173)	(7.0, 0.35065199355050797)	(8.0, 0.23794242419498757)	(9.0, 0.2958626195582411)	('>10', 4.115464692161988)	('>50', 2.072603747593181)	('>100', 4.049717443371269)	('>500', 6.044050656689783)	('>1k', 29.769415006026833)	('>5k', 29.842989308245016)	('>10k+', 15.787166763200325)
SRR11917269_2	(1.0, 8.539315289366165)	(2.0, 1.9285859645277939)	(3.0, 1.329033671983845)	(4.0, 0.8828916266182433)	(5.0, 0.7279159687544027)	(6.0, 0.6105101673424023)	(7.0, 0.5588516147211221)	(8.0, 0.5510245612936554)	(9.0, 0.3803947965748814)	('>10', 4.810507036521031)	('>50', 2.321504046586622)	('>100', 9.040246708724034)	('>500', 24.59886351184233)	('>1k', 43.72035503514347)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917270_1	(1.0, 5.334313005143277)	(2.0, 1.5576781778104336)	(3.0, 0.7641440117560617)	(4.0, 0.5682096497673279)	(5.0, 0.612294881214793)	(6.0, 0.49963262307127115)	(7.0, 0.6171932402645114)	(8.0, 0.4310555963752143)	(9.0, 0.3085966201322557)	('>10', 3.286798922361009)	('>50', 3.9039921626255207)	('>100', 17.952485917217732)	('>500', 0.0)	('>1k', 64.1636051922606)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917270_2	(1.0, 12.09894685280431)	(2.0, 2.8116580945383296)	(3.0, 1.2196914033798678)	(4.0, 0.9208915013470487)	(5.0, 0.8082292432035268)	(6.0, 0.41146216017634096)	(7.0, 0.41146216017634096)	(8.0, 0.2743081067842273)	(9.0, 0.2645113886847906)	('>10', 9.933872152828803)	('>50', 1.3813372520205731)	('>100', 57.07567964731815)	('>500', 12.387950036737692)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917271_1	(1.0, 8.461750137589434)	(2.0, 3.0820033021463953)	(3.0, 1.981287837094111)	(4.0, 1.4309301045679692)	(5.0, 0.8943313153549808)	(6.0, 1.0731975784259769)	(7.0, 0.5778756191524491)	(8.0, 0.2201430930104568)	(9.0, 0.6191524490919097)	('>10', 9.672537149146946)	('>50', 8.819482663731426)	('>100', 14.006604292790314)	('>500', 33.03522289488167)	('>1k', 16.12548156301596)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917271_2	(1.0, 17.418822234452396)	(2.0, 3.4947716015410015)	(3.0, 1.981287837094111)	(4.0, 1.2107870115575123)	(5.0, 2.407815079801871)	(6.0, 1.3208585580627408)	(7.0, 1.0594386351128233)	(8.0, 1.4309301045679692)	(9.0, 0.8668134287286737)	('>10', 15.822784810126583)	('>50', 11.007154650522839)	('>100', 41.97853604843148)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917272_1	(1.0, 11.41019297377536)	(2.0, 3.483424047501237)	(3.0, 2.8500742206828305)	(4.0, 1.9000494804552202)	(5.0, 1.2864918357248887)	(6.0, 1.3062840178129638)	(7.0, 1.1083621969322117)	(8.0, 0.8708560118753093)	(9.0, 1.2469074715487383)	('>10', 12.142503711034141)	('>50', 3.5526966848095003)	('>100', 0.0)	('>500', 58.8421573478476)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917272_2	(1.0, 19.37654626422563)	(2.0, 4.868876793666502)	(3.0, 3.05789213260762)	(4.0, 2.5333993072736267)	(5.0, 1.6328550222662048)	(6.0, 1.7219198416625434)	(7.0, 1.0390895596239487)	(8.0, 1.1083621969322117)	(9.0, 1.1578426521524)	('>10', 7.511133102424543)	('>50', 19.059871350816426)	('>100', 36.932211776348346)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917273_1	(1.0, 8.97973757029367)	(2.0, 1.981612068196019)	(3.0, 1.1782558243327679)	(4.0, 0.5712755511916451)	(5.0, 0.5802017316790146)	(6.0, 0.32134249754530037)	(7.0, 0.5623493707042756)	(8.0, 0.42845666339373384)	(9.0, 0.5623493707042756)	('>10', 5.275372668035348)	('>50', 2.436847273051861)	('>100', 47.61224671962867)	('>500', 29.50995269124342)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
