Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR11917273_2	(1.0, 15.228063911452288)	(2.0, 2.6600017852360973)	(3.0, 1.2585914487190932)	(4.0, 0.6426849950906007)	(5.0, 0.4463090243684727)	(6.0, 0.7497991609390342)	(7.0, 0.6248326341158618)	(8.0, 0.42845666339373384)	(9.0, 0.32134249754530037)	('>10', 16.174239043113452)	('>50', 28.902972418102298)	('>100', 32.56270641792377)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917274_1	(1.0, 3.1062980906241093)	(2.0, 0.7694499857509262)	(3.0, 0.29923055001424903)	(4.0, 0.39897406668566543)	(5.0, 0.21373610715303507)	(6.0, 0.08549444286121402)	(7.0, 0.19948703334283271)	(8.0, 0.3419777714448561)	(9.0, 0.12824166429182104)	('>10', 4.81618694784839)	('>50', 2.62182958107723)	('>100', 14.420062695924765)	('>500', 55.67113137646052)	('>1k', 16.927899686520377)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917274_2	(1.0, 5.970361926474779)	(2.0, 1.1114277571957822)	(3.0, 0.2564833285836421)	(4.0, 0.5129666571672842)	(5.0, 0.5699629524080935)	(6.0, 0.42747221430607013)	(7.0, 0.6982046166999145)	(8.0, 0.9119407238529496)	(9.0, 0.6412083214591051)	('>10', 7.737247078939868)	('>50', 15.417497862638928)	('>100', 65.74522656027358)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917275_1	(1.0, 55.00000000000001)	(2.0, 20.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 25.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917275_2	(1.0, 90.0)	(2.0, 10.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917276_1	(1.0, 3.242575865878225)	(2.0, 1.1046851647280524)	(3.0, 0.8967444278380662)	(4.0, 0.6758073948924557)	(5.0, 0.4873611020859055)	(6.0, 0.23393332900123465)	(7.0, 0.5458444343362141)	(8.0, 0.31191110533497957)	(9.0, 0.35089999350185197)	('>10', 8.441094288127884)	('>50', 6.2642146988108385)	('>100', 17.668464487621026)	('>500', 27.26622912469946)	('>1k', 32.510234583143806)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917276_2	(1.0, 7.433881343817012)	(2.0, 2.3393332900123465)	(3.0, 2.1638832932614207)	(4.0, 1.3516147897849113)	(5.0, 1.1046851647280524)	(6.0, 1.2086555331730455)	(7.0, 1.2736370134511665)	(8.0, 1.0397036844499319)	(9.0, 0.9942166482552472)	('>10', 15.504581194359607)	('>50', 15.153681200857754)	('>100', 50.4321268438495)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917277_1	(1.0, 3.8062508105304107)	(2.0, 1.1801322785630917)	(3.0, 0.8170146543898327)	(4.0, 0.5706134094151213)	(5.0, 0.5511606795486966)	(6.0, 0.5057709765270393)	(7.0, 0.4992867332382311)	(8.0, 0.25936973155232784)	(9.0, 0.05835818959927377)	('>10', 7.541174944883933)	('>50', 5.219815847490597)	('>100', 21.61198288159772)	('>500', 35.592011412268185)	('>1k', 21.78705745039554)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917277_2	(1.0, 6.529632991829853)	(2.0, 1.8026196342886787)	(3.0, 1.128258332252626)	(4.0, 0.8299831409674491)	(5.0, 0.6484243288808196)	(6.0, 0.7392037349241344)	(7.0, 0.45389703021657374)	(8.0, 0.9337310335883803)	(9.0, 0.9337310335883803)	('>10', 15.263908701854492)	('>50', 25.19128517701984)	('>100', 23.602645571261835)	('>500', 0.0)	('>1k', 21.942679289326936)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917278_1	(1.0, 4.899559039686428)	(2.0, 2.139474113996407)	(3.0, 1.6658500734933857)	(4.0, 1.4698677119059285)	(5.0, 1.71484566389025)	(6.0, 1.4698677119059285)	(7.0, 0.9717458762044748)	(8.0, 1.7638412542871142)	(9.0, 1.2493875551200393)	('>10', 19.47574718275355)	('>50', 5.871304915890903)	('>100', 32.63106320431161)	('>500', 15.515270292340356)	('>1k', 9.16217540421362)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917278_2	(1.0, 11.130164951821003)	(2.0, 5.242528172464478)	(3.0, 4.336109750122489)	(4.0, 3.135717785399314)	(5.0, 2.7764167891556424)	(6.0, 1.6168544830965212)	(7.0, 1.71484566389025)	(8.0, 1.6985138004246285)	(9.0, 1.5433610975012249)	('>10', 33.031193859219336)	('>50', 16.15221296749959)	('>100', 17.62208067940552)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917279_1	(1.0, 7.408793264733396)	(2.0, 2.029934518241347)	(3.0, 1.0944808231992516)	(4.0, 0.6548175865294669)	(5.0, 0.5612722170252572)	(6.0, 0.617399438727783)	(7.0, 0.4583723105706267)	(8.0, 0.07483629560336763)	(9.0, 0.2946679139382601)	('>10', 4.513564078578111)	('>50', 4.471468662301216)	('>100', 25.95416276894294)	('>500', 7.399438727782975)	('>1k', 44.46679139382601)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917279_2	(1.0, 15.191768007483631)	(2.0, 3.0682881197380727)	(3.0, 1.1786716557530403)	(4.0, 0.9354536950420954)	(5.0, 0.5378858746492049)	(6.0, 0.5612722170252572)	(7.0, 0.4583723105706267)	(8.0, 0.5612722170252572)	(9.0, 0.5472404115996258)	('>10', 16.548175865294667)	('>50', 6.590271281571562)	('>100', 44.40598690364827)	('>500', 9.41534144059869)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917280_1	(1.0, 6.8333840072970515)	(2.0, 2.11310428701733)	(3.0, 1.2655822438431135)	(4.0, 0.9881422924901186)	(5.0, 0.7601094557616297)	(6.0, 0.5700820918212223)	(7.0, 0.5320766190331407)	(8.0, 0.30404378230465184)	(9.0, 0.1710246275463667)	('>10', 2.280328367284889)	('>50', 1.0337488598358164)	('>100', 7.901337792642141)	('>500', 15.217391304347828)	('>1k', 60.0296442687747)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917280_2	(1.0, 9.775007601094558)	(2.0, 1.9914867740954696)	(3.0, 0.7069017938583156)	(4.0, 0.4408634843417452)	(5.0, 0.2280328367284889)	(6.0, 0.20522955305564)	(7.0, 0.13301915475828519)	(8.0, 0.060808756460930376)	(9.0, 0.10261477652782)	('>10', 4.963514746123441)	('>50', 8.471419884463364)	('>100', 61.88811188811189)	('>500', 11.032988750380055)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917281_1	(1.0, 4.644616467276566)	(2.0, 1.2197982641332394)	(3.0, 0.422237860661506)	(4.0, 0.37532254281022753)	(5.0, 0.23457658925639222)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.422237860661506)	('>10', 2.5568848228946752)	('>50', 0.0)	('>100', 0.0)	('>500', 60.63804832277738)	('>1k', 29.4862772695285)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917281_2	(1.0, 7.248416608022519)	(2.0, 1.6420361247947455)	(3.0, 0.633356790992259)	(4.0, 0.37532254281022753)	(5.0, 0.3518648838845883)	(6.0, 0.28149190710767064)	(7.0, 0.16420361247947454)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 4.644616467276566)	('>100', 84.65869106263196)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917282_1	(1.0, 6.408328513591671)	(2.0, 2.093695777906304)	(3.0, 0.9890109890109889)	(4.0, 0.8791208791208791)	(5.0, 0.5494505494505495)	(6.0, 0.4858299595141701)	(7.0, 0.44534412955465585)	(8.0, 0.5552342394447658)	(9.0, 0.4684788895315211)	('>10', 4.031231925968768)	('>50', 3.0422209369577793)	('>100', 17.20647773279352)	('>500', 17.81954887218045)	('>1k', 45.02602660497397)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917282_2	(1.0, 12.521688837478312)	(2.0, 2.8455754771544246)	(3.0, 1.2839791787160209)	(4.0, 0.8097165991902834)	(5.0, 0.6940427993059572)	(6.0, 0.6246385193753615)	(7.0, 0.688259109311741)	(8.0, 0.41642567958357435)	(9.0, 0.31231925968768076)	('>10', 7.628687102371313)	('>50', 12.267206477732794)	('>100', 51.89126662810873)	('>500', 8.016194331983806)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917283_1	(1.0, 5.363925277110301)	(2.0, 1.7362995116657625)	(3.0, 1.1627005658476086)	(4.0, 0.7131230137198667)	(5.0, 0.5813502829238043)	(6.0, 0.41857220370513915)	(7.0, 0.2170374389582203)	(8.0, 0.2480427873808232)	(9.0, 0.06976203395085652)	('>10', 2.705216649872103)	('>50', 0.0)	('>100', 5.526703356328967)	('>500', 13.642353305945276)	('>1k', 67.61491357259128)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917283_2	(1.0, 17.060692969537243)	(2.0, 3.1315401906828932)	(3.0, 1.6277807921866523)	(4.0, 0.7131230137198667)	(5.0, 0.5038369118672971)	(6.0, 0.6046042942407565)	(7.0, 0.27129679869777534)	(8.0, 0.1240213936904116)	(9.0, 0.13952406790171304)	('>10', 3.9841872723044727)	('>50', 8.053639252771102)	('>100', 54.43764049298504)	('>500', 9.348112549414774)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917284_1	(1.0, 3.8441261752042877)	(2.0, 1.6782356559177578)	(3.0, 0.9225902820490292)	(4.0, 0.7029259291802126)	(5.0, 0.615060188032686)	(6.0, 0.5799138915736755)	(7.0, 0.9840963008522977)	(8.0, 0.49204815042614886)	(9.0, 0.31631666813109566)	('>10', 4.757929883138564)	('>50', 0.7117125032949653)	('>100', 3.5146296459010626)	('>500', 0.0)	('>1k', 29.742553378437748)	('>5k', 51.13786134786047)	('>10k+', 0.0)
SRR11917284_2	(1.0, 12.415429224145505)	(2.0, 3.110447236622441)	(3.0, 1.8188208417538)	(4.0, 1.669449081803005)	(5.0, 0.9006238467621475)	(6.0, 0.7117125032949653)	(7.0, 0.6765662068359547)	(8.0, 0.42175555750812754)	(9.0, 0.43493541868025654)	('>10', 5.219225024163078)	('>50', 0.4569018539671382)	('>100', 16.716457253316932)	('>500', 14.923996133907389)	('>1k', 40.52367981723926)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917285_1	(1.0, 3.812636165577342)	(2.0, 1.0115157173980702)	(3.0, 0.5602240896358543)	(4.0, 0.4357298474945534)	(5.0, 0.27233115468409586)	(6.0, 0.2334267040149393)	(7.0, 0.2178649237472767)	(8.0, 0.18674136321195145)	(9.0, 0.1400560224089636)	('>10', 4.03828197945845)	('>50', 3.5247432306255835)	('>100', 12.939620292561468)	('>500', 28.773731714908184)	('>1k', 43.85309679427326)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917285_2	(1.0, 6.279178338001867)	(2.0, 1.3383131030189854)	(3.0, 1.003734827264239)	(4.0, 0.6535947712418301)	(5.0, 0.350140056022409)	(6.0, 0.5602240896358543)	(7.0, 0.3812636165577342)	(8.0, 0.4357298474945534)	(9.0, 0.49019607843137253)	('>10', 7.080610021786492)	('>50', 13.484282601929662)	('>100', 63.54652972300031)	('>500', 4.39620292561469)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917286_1	(1.0, 3.2450447289949134)	(2.0, 0.8770391159445711)	(3.0, 0.4736011226100684)	(4.0, 0.2806525171022628)	(5.0, 0.26311173478337135)	(6.0, 0.5262234695667427)	(7.0, 0.12278547623223997)	(8.0, 0.0)	(9.0, 0.0)	('>10', 3.981757586388353)	('>50', 0.0)	('>100', 42.606560252587265)	('>500', 47.62322399579021)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917286_2	(1.0, 6.647956498859848)	(2.0, 1.2629363269601825)	(3.0, 0.5262234695667427)	(4.0, 0.49114190492895987)	(5.0, 0.6139273811611998)	(6.0, 0.31573408174004564)	(7.0, 0.24557095246447994)	(8.0, 0.1403262585511314)	(9.0, 0.15786704087002282)	('>10', 19.926328714260656)	('>50', 29.275565690229783)	('>100', 40.396421680406945)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917287_1	(1.0, 3.9511494252873565)	(2.0, 1.3505747126436782)	(3.0, 1.0775862068965518)	(4.0, 0.6896551724137931)	(5.0, 0.28735632183908044)	(6.0, 0.3448275862068966)	(7.0, 0.20114942528735633)	(8.0, 0.45977011494252873)	(9.0, 0.25862068965517243)	('>10', 4.32471264367816)	('>50', 2.8304597701149423)	('>100', 15.459770114942529)	('>500', 19.482758620689655)	('>1k', 49.2816091954023)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917287_2	(1.0, 8.247126436781608)	(2.0, 2.3850574712643677)	(3.0, 1.163793103448276)	(4.0, 0.8620689655172413)	(5.0, 1.0057471264367817)	(6.0, 0.9482758620689655)	(7.0, 0.8045977011494253)	(8.0, 0.8045977011494253)	(9.0, 0.25862068965517243)	('>10', 9.482758620689655)	('>50', 15.416666666666668)	('>100', 47.12643678160919)	('>500', 11.494252873563218)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917288_1	(1.0, 11.247803163444638)	(2.0, 3.5149384885764503)	(3.0, 1.054481546572935)	(4.0, 2.10896309314587)	(5.0, 0.0)	(6.0, 1.054481546572935)	(7.0, 0.0)	(8.0, 1.4059753954305798)	(9.0, 1.5817223198594026)	('>10', 25.48330404217926)	('>50', 29.876977152899826)	('>100', 22.671353251318102)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917288_2	(1.0, 15.641476274165203)	(2.0, 5.623901581722319)	(3.0, 6.32688927943761)	(4.0, 2.8119507908611596)	(5.0, 1.7574692442882252)	(6.0, 3.163444639718805)	(7.0, 6.151142355008787)	(8.0, 1.4059753954305798)	(9.0, 3.163444639718805)	('>10', 43.23374340949033)	('>50', 10.720562390158172)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917289_1	(1.0, 3.2097742803893143)	(2.0, 1.32532615448333)	(3.0, 0.828328846552081)	(4.0, 0.5522192310347207)	(5.0, 0.48319182715538067)	(6.0, 0.37274798094843653)	(7.0, 0.19327673086215227)	(8.0, 0.16566576931041624)	(9.0, 0.3106233174570304)	('>10', 3.002692068751294)	('>50', 2.968178366811624)	('>100', 11.141022986125492)	('>500', 11.755366880651618)	('>1k', 63.691585559467114)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917289_2	(1.0, 6.7508800993994615)	(2.0, 1.8223234624145785)	(3.0, 0.9111617312072893)	(4.0, 0.7731069234486091)	(5.0, 0.5177055290950507)	(6.0, 0.4141644232760405)	(7.0, 0.4348726444398426)	(8.0, 0.3313315386208325)	(9.0, 0.37274798094843653)	('>10', 8.200455580865604)	('>50', 4.645544281079589)	('>100', 33.51280458341962)	('>500', 30.151170014495754)	('>1k', 11.161731207289293)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917290_1	(1.0, 5.453652145430724)	(2.0, 2.587618735669833)	(3.0, 2.456600065509335)	(4.0, 2.4893547330494594)	(5.0, 2.047166721257779)	(6.0, 2.3583360628889616)	(7.0, 1.1464133639043563)	(8.0, 1.1791680314444808)	(9.0, 1.0317720275139208)	('>10', 18.260727153619392)	('>50', 5.601048149361284)	('>100', 6.5673108417949555)	('>500', 48.82083196855552)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917290_2	(1.0, 14.199148378643955)	(2.0, 5.86308548968228)	(3.0, 4.716672125777923)	(4.0, 3.275466754012447)	(5.0, 3.193580085162136)	(6.0, 2.260072060268588)	(7.0, 1.7196200458565347)	(8.0, 1.1791680314444808)	(9.0, 0.2947920078611202)	('>10', 15.492957746478872)	('>50', 15.951523092040615)	('>100', 31.853914182771042)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917291_1	(1.0, 6.804446765649481)	(2.0, 1.2534507199880625)	(3.0, 0.6491084085652467)	(4.0, 0.4775050361859285)	(5.0, 0.4849660523763337)	(6.0, 0.1342982914272924)	(7.0, 0.20890845333134375)	(8.0, 0.05968812952324106)	(9.0, 0.1342982914272924)	('>10', 7.655002611355667)	('>50', 4.23039617995971)	('>100', 43.65440573006044)	('>500', 24.934716108333955)	('>1k', 9.31880922181601)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917291_2	(1.0, 13.161232559874655)	(2.0, 2.297992986644781)	(3.0, 1.5444303514138624)	(4.0, 1.283294784749683)	(5.0, 1.0445422666567186)	(6.0, 0.8057897485637544)	(7.0, 0.20890845333134375)	(8.0, 0.895321942848616)	(9.0, 0.671491457136462)	('>10', 11.392971722748637)	('>50', 24.47959412071924)	('>100', 37.87211818249646)	('>500', 4.342311422815787)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917292_1	(1.0, 7.807535179300953)	(2.0, 2.0477127149846166)	(3.0, 0.9683764563474051)	(4.0, 0.8473293993039794)	(5.0, 0.5547990114490342)	(6.0, 0.18157058556513844)	(7.0, 0.24713774146366066)	(8.0, 0.24209411408685128)	(9.0, 0.40853381752156154)	('>10', 7.0409038180259245)	('>50', 7.182125384576588)	('>100', 33.18706813940586)	('>500', 26.61522166742321)	('>1k', 12.669591970545216)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917292_2	(1.0, 14.934180662732638)	(2.0, 2.7739950572451706)	(3.0, 1.6190043879558178)	(4.0, 1.0288999848691178)	(5.0, 1.0843798860140212)	(6.0, 1.5433499773036767)	(7.0, 1.0591617491299743)	(8.0, 1.0894235133908308)	(9.0, 1.2709940989559692)	('>10', 17.68800121047057)	('>50', 16.659101225601454)	('>100', 36.22837544762193)	('>500', 3.0211327987088312)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917293_1	(1.0, 4.422479374263367)	(2.0, 1.5054109075324118)	(3.0, 1.0446801671488268)	(4.0, 0.8143147969570342)	(5.0, 0.5089467480981463)	(6.0, 0.4500160720025715)	(7.0, 0.39376406300225003)	(8.0, 0.4928747455266259)	(9.0, 0.28929604628736744)	('>10', 2.467052394728383)	('>50', 0.4473374049073181)	('>100', 4.655523411550413)	('>500', 8.290474659809279)	('>1k', 60.540555019822136)	('>5k', 13.677274188363869)	('>10k+', 0.0)
SRR11917293_2	(1.0, 10.620915032679738)	(2.0, 2.378656380585021)	(3.0, 1.333976213436194)	(4.0, 0.8893174756241293)	(5.0, 0.4821600771456124)	(6.0, 0.19286403085824494)	(7.0, 0.18750669666773812)	(8.0, 0.23572270438229936)	(9.0, 0.09643201542912247)	('>10', 1.7572056144862316)	('>50', 5.0466088074574085)	('>100', 39.521054323368695)	('>500', 22.79545698060645)	('>1k', 14.462123647273117)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917294_1	(1.0, 9.074982480728803)	(2.0, 2.347582340574632)	(3.0, 1.4716187806587244)	(4.0, 1.5416958654519972)	(5.0, 0.9635599159074982)	(6.0, 1.1037140854940435)	(7.0, 0.9810791871058164)	(8.0, 0.7708479327259986)	(9.0, 1.4190609670637702)	('>10', 14.60231254379818)	('>50', 3.3724597056762438)	('>100', 25.797126839523475)	('>500', 16.59950946040645)	('>1k', 19.954449894884373)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917294_2	(1.0, 25.481779957953748)	(2.0, 4.677645409950946)	(3.0, 3.5213735108619484)	(4.0, 1.89208128941836)	(5.0, 1.4453398738612475)	(6.0, 1.6818500350385426)	(7.0, 0.8584442887175893)	(8.0, 0.9810791871058164)	(9.0, 1.261387526278907)	('>10', 20.75157673440785)	('>50', 13.411002102312544)	('>100', 24.036440084092504)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917295_1	(1.0, 10.51558073654391)	(2.0, 2.5495750708215295)	(3.0, 1.5127478753541077)	(4.0, 1.2011331444759208)	(5.0, 1.161473087818697)	(6.0, 0.9178470254957507)	(7.0, 1.15014164305949)	(8.0, 0.7252124645892352)	(9.0, 0.764872521246459)	('>10', 17.13314447592068)	('>50', 9.790368271954675)	('>100', 34.10198300283286)	('>500', 12.6685552407932)	('>1k', 5.807365439093484)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917295_2	(1.0, 22.04532577903683)	(2.0, 4.328611898016997)	(3.0, 2.9405099150141645)	(4.0, 2.0169971671388103)	(5.0, 1.7563739376770537)	(6.0, 1.971671388101983)	(7.0, 1.4674220963172806)	(8.0, 1.7677053824362607)	(9.0, 1.1218130311614731)	('>10', 24.61756373937677)	('>50', 14.88385269121813)	('>100', 21.082152974504247)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917296_1	(1.0, 2.8687730180267494)	(2.0, 0.7947276603993022)	(3.0, 0.6396588486140725)	(4.0, 0.23260321767784456)	(5.0, 0.29075402209730566)	(6.0, 0.1744524132583834)	(7.0, 0.0)	(8.0, 0.07753440589261484)	(9.0, 0.0872262066291917)	('>10', 1.7929831362667186)	('>50', 6.309362279511534)	('>100', 11.601085481682496)	('>500', 0.0)	('>1k', 75.13083930994378)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917296_2	(1.0, 5.2044969955417715)	(2.0, 0.8722620662919169)	(3.0, 0.3489048265167668)	(4.0, 0.27137042062415195)	(5.0, 0.09691800736576855)	(6.0, 0.3489048265167668)	(7.0, 0.33921302578018997)	(8.0, 0.3101376235704594)	(9.0, 0.0872262066291917)	('>10', 11.271564256638882)	('>50', 4.758674161659236)	('>100', 64.24694708276797)	('>500', 11.843380500096918)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917297_1	(1.0, 7.9094827586206895)	(2.0, 4.267241379310345)	(3.0, 3.8793103448275863)	(4.0, 1.810344827586207)	(5.0, 2.2629310344827585)	(6.0, 1.163793103448276)	(7.0, 0.603448275862069)	(8.0, 1.0344827586206897)	(9.0, 1.7456896551724137)	('>10', 20.17241379310345)	('>50', 8.14655172413793)	('>100', 47.00431034482759)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917297_2	(1.0, 18.426724137931032)	(2.0, 6.8534482758620685)	(3.0, 5.754310344827586)	(4.0, 2.9310344827586206)	(5.0, 3.2327586206896552)	(6.0, 2.327586206896552)	(7.0, 2.71551724137931)	(8.0, 1.896551724137931)	(9.0, 1.163793103448276)	('>10', 31.27155172413793)	('>50', 13.512931034482758)	('>100', 9.913793103448276)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917298_1	(1.0, 5.58090438572596)	(2.0, 1.2326341596295287)	(3.0, 0.9704440207028058)	(4.0, 0.8444565513484064)	(5.0, 0.5788613456823754)	(6.0, 0.5516208117679107)	(7.0, 0.3336965404521928)	(8.0, 0.4358485426314356)	(9.0, 0.45968400980659224)	('>10', 8.968945791337509)	('>50', 1.1781530918005994)	('>100', 7.2766276219013895)	('>500', 2.741078725143013)	('>1k', 51.27349496050123)	('>5k', 17.573549441569057)	('>10k+', 0.0)
SRR11917298_2	(1.0, 24.31898665213838)	(2.0, 3.5889403432307274)	(3.0, 2.369926450558431)	(4.0, 1.620811767910651)	(5.0, 1.1066466902751295)	(6.0, 0.6333424135113048)	(7.0, 0.524380277853446)	(8.0, 0.5175701443748297)	(9.0, 0.2451648052301825)	('>10', 6.006537728139472)	('>50', 2.4073821846908197)	('>100', 31.544538272950152)	('>500', 19.817488422773085)	('>1k', 5.298283846363389)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917299_1	(1.0, 9.921197346788366)	(2.0, 2.4264414082430976)	(3.0, 1.5306990192187766)	(4.0, 0.8390498327569591)	(5.0, 0.7653495096093883)	(6.0, 0.9524349452916833)	(7.0, 0.8730653665173763)	(8.0, 0.6803106752083452)	(9.0, 0.8163728102500143)	('>10', 14.201485344974204)	('>50', 7.171608367821306)	('>100', 35.57457905776972)	('>500', 18.538465899427408)	('>1k', 5.708940416123363)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917299_2	(1.0, 14.456601848177334)	(2.0, 3.3448608197743637)	(3.0, 2.2790407619479565)	(4.0, 2.449118430750042)	(5.0, 2.2677022506944837)	(6.0, 1.836838823062532)	(7.0, 1.7064459436475992)	(8.0, 1.6780996655139182)	(9.0, 1.3776291172968989)	('>10', 36.787799761891264)	('>50', 14.484948126311014)	('>100', 17.330914450932593)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917300_1	(1.0, 1.4819946938844484)	(2.0, 0.6556601382293797)	(3.0, 0.3751457491930987)	(4.0, 0.20278148605032362)	(5.0, 0.16053534312317286)	(6.0, 0.1520861145377427)	(7.0, 0.10646028017641988)	(8.0, 0.05407506294675296)	(9.0, 0.030417222907548544)	('>10', 0.8939283843385099)	('>50', 1.7033644828227181)	('>100', 7.796948138634943)	('>500', 0.0)	('>1k', 27.191307433631312)	('>5k', 59.195295469523636)	('>10k+', 0.0)
SRR11917300_2	(1.0, 3.7700457948189334)	(2.0, 0.6894570525711002)	(3.0, 0.39035436064687296)	(4.0, 0.25009716612873245)	(5.0, 0.2619260861483346)	(6.0, 0.12166889163019418)	(7.0, 0.16560488027443093)	(8.0, 0.20278148605032362)	(9.0, 0.21292056035283977)	('>10', 5.696469912297007)	('>50', 0.9108268415093702)	('>100', 14.612095915642904)	('>500', 31.21820977744732)	('>1k', 41.49754127448164)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917301_1	(1.0, 3.0037546933667083)	(2.0, 1.1264080100125156)	(3.0, 0.31289111389236546)	(4.0, 0.0)	(5.0, 0.10429703796412182)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.1668752607425949)	(9.0, 0.0)	('>10', 2.357113057989153)	('>50', 1.1055486024196914)	('>100', 0.0)	('>500', 38.27701293283271)	('>1k', 53.54609929078015)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917301_2	(1.0, 4.860241969128077)	(2.0, 0.6257822277847309)	(3.0, 0.4380475594493116)	(4.0, 0.1668752607425949)	(5.0, 0.4171881518564873)	(6.0, 0.2503128911138924)	(7.0, 0.14601585314977056)	(8.0, 1.0012515644555695)	(9.0, 0.5632040050062578)	('>10', 1.7939090529828954)	('>50', 8.844388819357532)	('>100', 66.91697955778055)	('>500', 13.975803087192324)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917302_1	(1.0, 5.052539404553415)	(2.0, 1.7513134851138354)	(3.0, 1.7075306479859893)	(4.0, 1.5061295971978983)	(5.0, 1.094570928196147)	(6.0, 1.5761821366024518)	(7.0, 1.287215411558669)	(8.0, 1.2609457092819614)	(9.0, 1.4185639229422067)	('>10', 33.79159369527145)	('>50', 10.647985989492119)	('>100', 38.90542907180385)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
