Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR11917192,AMPLICON,593,6359179,PRJNA635907,SAMN15057878,Metagenome or environmental,4535038,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463674,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,717xnUJ2017,leaf,52.1718 N 106.5052 W,717xnUJ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117w3-L,SRP265801
SRR11917193,AMPLICON,594,4493343,PRJNA635907,SAMN15057877,Metagenome or environmental,3169590,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463673,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,879qoUW2017,leaf,52.1718 N 106.5052 W,879qoUW2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117w2-L,SRP265801
SRR11917194,AMPLICON,594,14703441,PRJNA635907,SAMN15057876,Metagenome or environmental,10392505,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463672,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,440npCS2017,leaf,52.1718 N 106.5052 W,440npCS2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117Dupw6-L,SRP265801
SRR11917195,AMPLICON,585,82489,PRJNA635907,SAMN15057875,Metagenome or environmental,137310,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463671,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,379peMC2017,leaf,52.1718 N 106.5052 W,379peMC2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117-7-L,SRP265801
SRR11917196,AMPLICON,572,9930797,PRJNA635907,SAMN15058104,Metagenome or environmental,7088548,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463670,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,163ykNC2017,leaf,52.1718 N 106.5052 W,163ykNC2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355w9-L,SRP265801
SRR11917197,AMPLICON,581,8360250,PRJNA635907,SAMN15058103,Metagenome or environmental,5940057,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463669,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,606yiXD2017,leaf,52.1718 N 106.5052 W,606yiXD2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355w6-L,SRP265801
SRR11917198,AMPLICON,577,13397446,PRJNA635907,SAMN15058102,Metagenome or environmental,9443278,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463668,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,931nzBJ2017,leaf,52.1718 N 106.5052 W,931nzBJ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355w5-L,SRP265801
SRR11917199,AMPLICON,594,4991289,PRJNA635907,SAMN15058101,Metagenome or environmental,3591163,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463667,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,890aeNQ2017,leaf,52.1718 N 106.5052 W,890aeNQ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355w3-L,SRP265801
SRR11917200,AMPLICON,594,9266156,PRJNA635907,SAMN15058100,Metagenome or environmental,6581012,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463666,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,58yfLM2017,leaf,52.1718 N 106.5052 W,58yfLM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355w2-L,SRP265801
SRR11917201,AMPLICON,584,6186602,PRJNA635907,SAMN15058099,Metagenome or environmental,3316021,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463665,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,114ldUM2017,leaf,52.1718 N 106.5052 W,114ldUM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355-8-L,SRP265801
SRR11917202,AMPLICON,583,25965040,PRJNA635907,SAMN15057874,Metagenome or environmental,13816893,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463664,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,212kiDX2017,leaf,52.1718 N 106.5052 W,212kiDX2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117-6-L,SRP265801
SRR11917203,AMPLICON,586,5550825,PRJNA635907,SAMN15058098,Metagenome or environmental,3107211,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463663,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,50dpMB2017,leaf,52.1718 N 106.5052 W,50dpMB2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355-7-L,SRP265801
SRR11917204,AMPLICON,587,76976,PRJNA635907,SAMN15058097,Metagenome or environmental,127785,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463662,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,309dxHH2017,leaf,52.1718 N 106.5052 W,309dxHH2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355-6-L,SRP265801
SRR11917205,AMPLICON,585,4351805,PRJNA635907,SAMN15058096,Metagenome or environmental,2496260,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463661,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,699dkYG2017,leaf,52.1718 N 106.5052 W,699dkYG2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355-5-L,SRP265801
SRR11917206,AMPLICON,586,7047944,PRJNA635907,SAMN15058095,Metagenome or environmental,3745789,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463660,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,594jyQY2017,leaf,52.1718 N 106.5052 W,594jyQY2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1355-4-L,SRP265801
SRR11917207,AMPLICON,593,16949430,PRJNA635907,SAMN15058065,Metagenome or environmental,11793342,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463659,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,871xuYK2017,leaf,52.1718 N 106.5052 W,871xuYK2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1331w5-L,SRP265801
SRR11917208,AMPLICON,584,9055010,PRJNA635907,SAMN15058064,Metagenome or environmental,6504312,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463658,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,431skEE2017,leaf,52.1718 N 106.5052 W,431skEE2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1331w3-L,SRP265801
SRR11917209,AMPLICON,590,16956508,PRJNA635907,SAMN15058063,Metagenome or environmental,12125563,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463657,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,447nwSM2017,leaf,52.1718 N 106.5052 W,447nwSM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1331w2-L,SRP265801
SRR11917210,AMPLICON,586,27337759,PRJNA635907,SAMN15058062,Metagenome or environmental,18813025,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463656,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,513mqDP2017,leaf,52.1718 N 106.5052 W,513mqDP2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1331Dupw5-L,SRP265801
SRR11917211,AMPLICON,587,6072539,PRJNA635907,SAMN15058061,Metagenome or environmental,3323780,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463655,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,866onGW2017,leaf,52.1718 N 106.5052 W,866onGW2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1331-8-L,SRP265801
SRR11917212,AMPLICON,505,6070,PRJNA635907,SAMN15058060,Metagenome or environmental,86321,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463654,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,633ezDM2017,leaf,52.1718 N 106.5052 W,633ezDM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1331-7-L,SRP265801
SRR11917213,AMPLICON,498,9076573,PRJNA635907,SAMN15058059,Metagenome or environmental,4848423,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463653,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,541foHJ2017,leaf,52.1718 N 106.5052 W,541foHJ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1331-4-L,SRP265801
SRR11917214,AMPLICON,584,8762,PRJNA635907,SAMN15057870,Metagenome or environmental,87386,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463652,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,502nhTI2017,leaf,52.1718 N 106.5052 W,502nhTI2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117-2-L,SRP265801
SRR11917215,AMPLICON,581,2227200,PRJNA635907,SAMN15058058,Metagenome or environmental,1308620,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463651,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,71zpMY2017,leaf,52.1718 N 106.5052 W,71zpMY2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1331-1-L,SRP265801
SRR11917216,AMPLICON,590,11506639,PRJNA635907,SAMN15058057,Metagenome or environmental,7942945,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463650,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,462gbMO2017,leaf,52.1718 N 106.5052 W,462gbMO2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1330w9-L,SRP265801
SRR11917217,AMPLICON,520,7133027,PRJNA635907,SAMN15058056,Metagenome or environmental,5075222,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463649,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,24gsYJ2017,leaf,52.1718 N 106.5052 W,24gsYJ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1330w5-L,SRP265801
SRR11917218,AMPLICON,592,8464146,PRJNA635907,SAMN15058055,Metagenome or environmental,6061202,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463648,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,86yaRS2017,leaf,52.1718 N 106.5052 W,86yaRS2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1330w3-L,SRP265801
SRR11917219,AMPLICON,591,7185043,PRJNA635907,SAMN15058054,Metagenome or environmental,5101575,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463647,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,184riGS2017,leaf,52.1718 N 106.5052 W,184riGS2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1330w2-L,SRP265801
SRR11917220,AMPLICON,589,5182565,PRJNA635907,SAMN15058053,Metagenome or environmental,3817351,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463646,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,367ktBM2017,leaf,52.1718 N 106.5052 W,367ktBM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1330Dupw6-L,SRP265801
SRR11917221,AMPLICON,585,5799056,PRJNA635907,SAMN15058052,Metagenome or environmental,3241419,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463645,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,30rdHT2017,leaf,52.1718 N 106.5052 W,30rdHT2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1330-8-L,SRP265801
SRR11917222,AMPLICON,573,21225,PRJNA635907,SAMN15058051,Metagenome or environmental,92642,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463644,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,260mrVU2017,leaf,52.1718 N 106.5052 W,260mrVU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1330-7-L,SRP265801
SRR11917223,AMPLICON,561,3468408,PRJNA635907,SAMN15058050,Metagenome or environmental,1977951,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463643,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,393ksKC2017,leaf,52.1718 N 106.5052 W,393ksKC2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1330-4-L,SRP265801
SRR11917224,AMPLICON,551,4129937,PRJNA635907,SAMN15058049,Metagenome or environmental,2366842,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463642,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,296ipJR2017,leaf,52.1718 N 106.5052 W,296ipJR2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1330-1-L,SRP265801
SRR11917225,AMPLICON,325,9108,PRJNA635907,SAMN15057869,Metagenome or environmental,87438,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463641,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,172lbWZ2017,leaf,52.1718 N 106.5052 W,172lbWZ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117-10-L,SRP265801
SRR11917226,AMPLICON,509,10064018,PRJNA635907,SAMN15057851,Metagenome or environmental,5379757,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463640,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,511ptHQ2017,leaf,52.1718 N 106.5052 W,511ptHQ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1105-4-L,SRP265801
SRR11917227,AMPLICON,592,6161709,PRJNA635907,SAMN15058048,Metagenome or environmental,4494518,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463639,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,883txWG2017,leaf,52.1718 N 106.5052 W,883txWG2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320w6-L,SRP265801
SRR11917228,AMPLICON,594,9405461,PRJNA635907,SAMN15058047,Metagenome or environmental,6632782,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463638,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,887ybOE2017,leaf,52.1718 N 106.5052 W,887ybOE2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320w5-L,SRP265801
SRR11917229,AMPLICON,594,8464187,PRJNA635907,SAMN15058046,Metagenome or environmental,6108187,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463637,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,765xrXB2017,leaf,52.1718 N 106.5052 W,765xrXB2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320w3-L,SRP265801
SRR11917230,AMPLICON,594,8905426,PRJNA635907,SAMN15058045,Metagenome or environmental,6341221,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463636,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,221cpHF2017,leaf,52.1718 N 106.5052 W,221cpHF2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320w2-L,SRP265801
SRR11917231,AMPLICON,587,4744555,PRJNA635907,SAMN15058044,Metagenome or environmental,2705519,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463635,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,420ouBO2017,leaf,52.1718 N 106.5052 W,420ouBO2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320-8-L,SRP265801
SRR11917232,AMPLICON,590,18299,PRJNA635907,SAMN15058043,Metagenome or environmental,92760,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463634,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,433gkXF2017,leaf,52.1718 N 106.5052 W,433gkXF2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320-7-L,SRP265801
SRR11917233,AMPLICON,488,1507770,PRJNA635907,SAMN15058042,Metagenome or environmental,905981,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463633,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,688owEX2017,leaf,52.1718 N 106.5052 W,688owEX2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320-6-L,SRP265801
SRR11917234,AMPLICON,549,6579740,PRJNA635907,SAMN15058041,Metagenome or environmental,3654689,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463632,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,246xnQL2017,leaf,52.1718 N 106.5052 W,246xnQL2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320-5-L,SRP265801
SRR11917235,AMPLICON,585,11432481,PRJNA635907,SAMN15058040,Metagenome or environmental,6275004,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463631,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,363ewXY2017,leaf,52.1718 N 106.5052 W,363ewXY2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320-4-L,SRP265801
SRR11917236,AMPLICON,596,22669,PRJNA635907,SAMN15058039,Metagenome or environmental,96721,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463630,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,95qyRL2017,leaf,52.1718 N 106.5052 W,95qyRL2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320-3-L,SRP265801
SRR11917237,AMPLICON,426,1707,PRJNA635907,SAMN15057868,Metagenome or environmental,83335,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463629,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,406jlMT2017,leaf,52.1718 N 106.5052 W,406jlMT2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117-1-L,SRP265801
SRR11917238,AMPLICON,589,19375084,PRJNA635907,SAMN15058038,Metagenome or environmental,10492347,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463628,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,840koHH2017,leaf,52.1718 N 106.5052 W,840koHH2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320-2-L,SRP265801
SRR11917239,AMPLICON,589,38612551,PRJNA635907,SAMN15057862,Metagenome or environmental,21281963,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463627,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,732bxFM2017,leaf,52.1718 N 106.5052 W,732bxFM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1111-7-L,SRP265801
SRR11917240,AMPLICON,593,20648518,PRJNA635907,SAMN15057978,Metagenome or environmental,14370117,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463626,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,317ekGQ2017,leaf,52.1718 N 106.5052 W,317ekGQ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1231w2-L,SRP265801
